Device_1,Device_2,Device_3,Device_4,Device_5,Device_6,Device_7,Device_8,Device_9,Device_10
37.34,0.0,50.92,93.47,0.0,101.83,85.99,118.28,0.0,137.97
54.81,0.0,58.21,90.51,0.0,93.07,75.06,154.24,0.0,93.36
80.03,0.0,61.9,76.06,0.0,104.13,113.87,181.56,0.0,173.01
48.49,0.0,32.13,97.87,0.0,89.92,122.78,141.01,0.0,210.22
42.76,0.0,64.81,81.78,0.0,105.53,56.63,65.89,0.0,172.93
50.39,0.0,58.87,34.88,0.0,96.99,120.95,109.34,0.0,100.58
48.8,0.0,59.36,80.4,0.0,106.25,86.66,125.39,0.0,125.41
58.21,0.0,62.78,120.91,0.0,100.75,36.8,123.21,0.0,166.52
39.93,0.0,85.03,82.99,0.0,103.24,108.69,99.03,0.0,163.01
43.32,0.0,49.07,119.81,0.0,106.09,99.5,91.85,0.0,128.94
50.48,0.0,75.25,53.76,0.0,99.24,144.04,171.31,0.0,90.9
51.75,0.0,109.75,80.45,0.0,110.32,120.08,123.54,0.0,193.9
52.08,0.0,77.14,61.65,0.0,92.75,53.61,114.76,0.0,204.07
30.81,0.0,55.31,79.89,0.0,89.84,91.5,165.61,0.0,151.15
59.77,0.0,69.61,86.81,0.0,106.07,99.96,125.39,0.0,126.78
68.91,0.0,42.46,76.46,0.0,104.37,93.38,164.51,0.0,162.64
54.27,0.0,76.59,84.29,0.0,100.56,89.56,151.04,0.0,140.56
0.0,0.0,64.67,69.88,0.0,100.13,93.68,104.88,0.0,121.43
48.53,0.0,78.61,86.01,0.0,98.11,50.85,122.7,0.0,107.06
36.44,0.0,87.08,112.04,0.0,91.89,120.39,176.9,0.0,121.76
46.33,0.0,69.22,88.22,0.0,97.08,136.39,95.61,0.0,130.51
51.92,0.0,76.14,53.49,0.0,97.65,114.54,108.92,0.0,104.98
63.83,0.0,74.52,130.02,0.0,93.17,110.34,93.81,0.0,236.61
39.35,0.0,82.98,89.49,0.0,98.99,88.37,140.25,0.0,260.68
47.29,0.0,27.6,130.28,0.0,105.32,124.86,122.73,0.0,151.33
77.61,0.0,54.33,74.83,0.0,94.76,171.11,128.49,0.0,91.3
56.0,0.0,94.77,99.65,0.0,101.4,68.0,120.8,0.0,137.62
63.11,0.0,79.42,67.38,0.0,102.61,170.84,141.7,0.0,178.07
59.77,0.0,93.46,97.66,0.0,102.84,142.22,128.09,0.0,83.75
48.81,0.0,50.99,50.53,0.0,96.41,131.38,81.22,0.0,89.15
45.55,0.0,74.63,89.81,0.0,104.17,57.42,105.93,0.0,104.64
39.02,0.0,101.7,54.39,0.0,94.28,167.3,163.47,0.0,148.93
45.74,0.0,89.52,126.25,0.0,102.2,97.31,96.62,0.0,66.61
47.26,0.0,57.48,92.98,0.0,102.55,70.92,128.9,0.0,181.13
48.93,0.0,85.42,56.11,0.0,107.55,122.01,0.0,0.0,130.32
60.88,0.0,45.79,113.41,0.0,100.15,116.52,111.78,0.0,128.58
20.19,0.0,66.85,117.29,0.0,95.88,198.86,118.47,0.0,217.04
38.45,0.0,121.84,65.31,0.0,96.09,85.97,0.0,0.0,66.32
49.65,0.0,81.89,74.38,0.0,96.7,152.7,92.37,0.0,69.61
52.65,0.0,53.6,93.41,0.0,103.08,180.21,0.0,0.0,119.34
45.97,0.0,97.23,69.81,0.0,98.65,151.37,130.81,0.0,161.54
41.59,0.0,87.76,110.79,0.0,90.21,115.72,172.92,0.0,142.6
60.31,0.0,73.23,79.48,0.0,98.1,157.56,196.14,0.0,102.69
54.04,0.0,54.3,61.15,0.0,101.21,115.94,0.0,0.0,74.33
51.65,0.0,67.51,68.48,0.0,102.96,125.12,148.81,0.0,52.1
45.01,0.0,63.84,84.19,0.0,94.48,147.6,82.32,0.0,106.66
58.27,0.0,65.39,96.4,0.0,100.92,145.12,119.35,0.0,259.71
18.74,0.0,90.52,53.67,0.0,101.06,80.25,133.9,0.0,201.46
52.74,0.0,62.91,51.91,0.0,103.06,133.37,98.09,0.0,119.24
58.1,0.0,79.21,93.72,0.0,98.37,127.81,94.02,0.0,237.22
57.58,0.0,72.32,109.07,0.0,98.06,87.39,119.43,0.0,67.31
42.82,0.0,39.3,105.49,0.0,96.18,90.85,125.7,0.0,142.64
36.19,0.0,80.65,79.18,0.0,103.04,142.67,116.87,0.0,83.72
44.92,0.0,63.52,60.97,0.0,99.67,93.66,135.97,0.0,185.98
50.84,0.0,54.3,71.56,0.0,98.47,103.92,107.17,0.0,141.5
41.15,0.0,48.23,78.92,0.0,102.66,75.93,117.36,0.0,134.46
56.12,0.0,62.8,45.13,0.0,97.77,136.7,138.43,0.0,179.24
48.37,0.0,76.96,121.12,0.0,94.33,74.59,-4.11,0.0,155.76
52.68,0.0,86.7,97.05,0.0,97.13,112.28,97.4,0.0,126.45
35.87,0.0,66.16,74.46,0.0,98.92,121.82,146.79,0.0,123.42
45.56,0.0,37.68,99.41,0.0,98.77,134.4,45.45,0.0,81.0
37.37,0.0,61.45,75.71,0.0,105.15,73.32,98.36,0.0,115.81
0.0,0.0,51.69,124.56,0.0,102.41,102.38,115.08,0.0,155.84
56.11,0.0,39.06,69.7,0.0,101.35,137.75,138.21,0.0,83.5
45.37,0.0,69.32,89.85,0.0,100.46,96.46,82.76,0.0,123.97
47.39,0.0,76.59,91.89,0.0,96.46,109.29,84.45,0.0,73.13
68.71,0.0,73.02,80.82,0.0,101.61,117.26,103.99,0.0,234.01
56.76,0.0,67.65,111.39,0.0,95.66,126.05,130.4,0.0,158.11
46.11,0.0,70.88,66.42,0.0,100.74,103.22,90.18,0.0,82.08
39.59,0.0,71.44,110.76,0.0,92.71,86.46,93.55,0.0,160.04
0.0,0.0,69.06,58.09,0.0,96.09,122.72,152.45,0.0,125.12
54.55,0.0,59.02,103.44,0.0,103.74,109.8,146.45,0.0,90.91
0.0,0.0,56.4,108.35,0.0,98.65,136.29,154.16,0.0,195.54
70.09,0.0,73.48,70.8,0.0,98.81,78.09,78.01,0.0,77.14
56.39,0.0,51.12,103.74,0.0,93.12,32.84,146.03,0.0,197.02
46.85,0.0,81.84,104.94,0.0,105.41,93.99,174.9,0.0,157.14
49.47,0.0,69.99,105.77,0.0,97.94,79.71,0.0,0.0,147.3
48.92,0.0,56.46,132.76,0.0,101.27,58.33,100.56,0.0,103.39
41.06,0.0,88.11,99.24,0.0,99.18,90.39,110.96,0.0,129.93
47.28,0.0,95.75,94.57,0.0,106.69,144.97,159.05,0.0,145.72
61.74,0.0,86.18,88.67,0.0,94.62,145.5,82.63,0.0,156.2
44.85,0.0,72.2,81.59,0.0,102.75,103.19,155.11,0.0,146.69
34.95,0.0,89.81,97.85,0.0,103.96,161.58,55.2,0.0,124.6
0.0,0.0,81.52,85.66,0.0,107.88,105.86,107.69,0.0,98.44
49.49,0.0,77.53,130.12,0.0,96.5,155.45,142.15,0.0,133.01
49.59,0.0,91.64,52.54,0.0,114.66,116.83,181.05,0.0,175.57
47.65,0.0,65.21,110.79,0.0,100.98,112.88,89.17,0.0,148.37
37.24,0.0,87.56,58.51,0.0,102.25,94.49,171.77,0.0,145.89
51.77,0.0,73.13,48.36,0.0,97.0,79.07,113.11,0.0,128.4
48.01,0.0,62.48,63.54,0.0,107.24,95.79,134.63,0.0,210.73
58.7,0.0,51.45,49.41,0.0,108.31,108.54,0.0,0.0,108.45
54.15,0.0,108.33,102.13,0.0,105.68,76.14,62.25,0.0,186.84
38.13,0.0,49.34,68.57,0.0,101.38,88.08,132.74,0.0,90.79
37.33,0.0,73.02,67.3,0.0,97.57,93.61,0.0,0.0,178.6
65.87,0.0,58.24,84.08,0.0,106.67,108.77,131.73,0.0,159.53
50.61,0.0,85.87,107.24,0.0,101.61,172.93,119.66,0.0,129.06
48.23,0.0,58.46,89.54,0.0,93.35,120.3,88.92,0.0,152.09
44.15,0.0,110.44,79.35,0.0,97.64,139.82,112.59,0.0,55.46
0.0,0.0,54.99,68.67,0.0,96.76,121.37,95.99,0.0,183.39
50.18,0.0,88.4,86.12,0.0,94.43,141.63,133.87,0.0,153.7
63.31,0.0,77.83,79.38,0.0,99.64,54.52,136.13,0.0,109.88
65.84,0.0,74.94,66.31,0.0,101.78,95.07,110.42,0.0,167.58
46.76,0.0,102.38,100.51,0.0,98.06,132.11,182.79,0.0,115.42
73.41,0.0,68.62,78.86,0.0,95.55,125.81,114.55,0.0,244.23
43.86,0.0,128.3,76.19,0.0,93.81,115.6,135.79,0.0,140.22
0.0,0.0,82.48,83.6,0.0,104.47,135.4,146.17,0.0,143.43
47.76,0.0,83.72,63.33,0.0,101.92,91.05,101.73,0.0,101.18
58.91,0.0,76.58,73.07,0.0,99.99,113.41,119.73,0.0,131.41
51.45,0.0,69.07,89.95,0.0,94.31,91.0,127.62,0.0,62.83
52.45,0.0,66.62,67.67,0.0,102.5,120.21,98.01,0.0,179.34
53.78,0.0,74.3,55.46,0.0,84.41,126.61,188.33,0.0,93.34
70.3,0.0,86.04,80.28,0.0,98.36,101.33,43.86,0.0,95.55
56.32,0.0,60.86,81.56,0.0,95.69,88.08,131.5,0.0,142.71
53.59,0.0,62.83,84.19,0.0,98.7,122.57,121.61,0.0,96.43
54.5,0.0,53.42,70.04,0.0,97.03,78.45,167.07,0.0,102.8
46.94,0.0,88.44,61.49,0.0,97.05,95.6,15.89,0.0,136.54
61.09,0.0,76.33,101.4,0.0,104.18,110.78,103.99,0.0,116.3
54.87,0.0,97.58,57.78,0.0,107.15,157.88,104.04,0.0,170.43
46.96,0.0,61.52,70.76,0.0,94.53,114.83,92.25,0.0,201.16
35.43,0.0,56.33,98.09,0.0,93.91,163.41,154.76,0.0,167.55
40.79,0.0,22.15,59.78,0.0,106.45,100.86,140.8,0.0,125.45
56.83,0.0,96.87,82.78,0.0,99.35,85.43,116.99,0.0,141.57
46.45,0.0,61.39,100.0,0.0,97.6,99.13,136.85,0.0,177.49
53.93,0.0,70.21,72.93,0.0,97.25,121.43,100.81,0.0,191.03
46.19,0.0,70.38,46.02,0.0,102.07,118.47,71.85,0.0,93.18
32.94,0.0,72.63,81.49,0.0,91.16,157.0,98.54,0.0,144.68
48.4,0.0,74.8,108.57,0.0,92.18,121.2,86.16,0.0,155.46
33.83,0.0,76.71,103.38,0.0,103.52,83.49,110.31,0.0,172.44
56.16,0.0,61.85,65.65,0.0,105.86,88.03,161.53,0.0,112.11
74.07,0.0,89.81,101.31,0.0,92.33,115.96,112.61,0.0,108.99
53.15,0.0,73.52,89.05,0.0,108.71,109.64,122.43,0.0,106.18
62.61,0.0,93.29,124.68,0.0,95.32,88.54,113.09,0.0,182.61
53.31,0.0,72.0,75.92,0.0,99.96,112.34,128.25,0.0,128.14
37.0,0.0,60.64,67.6,0.0,105.77,135.93,167.68,0.0,168.72
55.53,0.0,42.42,88.24,0.0,97.91,130.89,163.29,0.0,113.98
42.35,0.0,77.01,82.68,0.0,104.12,93.73,84.06,0.0,124.26
33.97,0.0,71.82,48.75,0.0,97.22,81.76,73.25,0.0,181.66
52.83,0.0,55.81,86.64,0.0,99.09,84.97,137.18,0.0,111.72
51.88,0.0,79.65,104.89,0.0,102.77,144.57,103.13,0.0,57.15
38.95,0.0,30.58,88.7,0.0,95.3,150.17,105.86,0.0,150.25
49.74,0.0,34.52,94.53,0.0,96.24,110.53,95.75,0.0,121.79
35.38,0.0,95.56,19.06,0.0,99.27,125.64,164.15,0.0,127.0
73.07,0.0,91.42,50.78,0.0,94.37,129.88,126.67,0.0,174.82
51.01,0.0,46.84,77.97,0.0,99.68,107.31,160.09,0.0,175.44
44.11,0.0,68.37,65.99,0.0,99.54,119.62,45.94,0.0,181.09
49.52,0.0,42.75,102.18,0.0,102.2,143.26,129.04,0.0,254.74
57.6,0.0,77.05,64.96,0.0,98.09,27.46,134.13,0.0,201.02
57.13,0.0,55.8,97.37,0.0,104.77,133.53,161.13,0.0,165.82
38.71,0.0,43.39,88.29,0.0,112.91,116.91,136.1,0.0,153.5
53.89,0.0,48.53,-8.32,0.0,99.9,124.61,161.91,0.0,107.36
47.82,0.0,84.06,42.75,0.0,94.08,115.74,89.52,0.0,216.4
64.92,0.0,102.56,103.54,0.0,91.57,154.49,110.14,0.0,146.43
48.8,0.0,76.43,78.48,0.0,98.1,110.47,122.05,0.0,216.15
45.99,0.0,36.75,74.29,0.0,98.4,129.43,121.25,0.0,104.45
45.0,0.0,58.28,87.4,0.0,101.29,164.93,82.55,0.0,67.31
40.91,0.0,84.33,85.16,0.0,106.44,124.08,89.79,0.0,179.51
35.65,0.0,81.19,103.09,0.0,99.21,119.45,72.87,0.0,212.9
37.54,0.0,77.92,100.41,0.0,101.68,131.13,97.08,0.0,107.19
54.91,0.0,66.87,106.05,0.0,98.45,29.77,160.55,0.0,91.31
45.42,0.0,85.13,96.13,0.0,110.46,64.19,113.78,0.0,175.36
32.38,0.0,87.57,88.58,0.0,99.33,117.37,111.43,0.0,150.83
37.15,0.0,83.23,91.16,0.0,96.46,92.07,117.6,0.0,126.9
51.87,0.0,51.67,47.71,0.0,98.88,138.79,105.22,0.0,137.32
66.68,0.0,109.87,87.49,0.0,95.06,97.66,123.85,0.0,121.45
64.86,0.0,84.09,63.04,0.0,101.83,132.59,110.44,0.0,156.02
36.91,0.0,80.6,43.5,0.0,102.85,95.01,117.57,0.0,183.71
46.0,0.0,62.97,106.01,0.0,104.1,130.44,61.28,0.0,125.13
43.1,0.0,64.94,72.52,0.0,91.28,132.98,78.79,0.0,60.4
47.15,0.0,56.36,46.28,0.0,97.44,67.42,130.08,0.0,192.37
55.61,0.0,79.02,91.63,0.0,88.36,119.2,106.62,0.0,96.01
47.78,0.0,62.61,34.07,0.0,100.09,106.13,110.71,0.0,158.28
51.03,0.0,75.67,58.04,0.0,98.57,95.07,178.27,0.0,206.01
36.37,0.0,71.93,103.46,0.0,96.62,71.21,97.3,0.0,150.67
44.49,0.0,89.0,57.39,0.0,96.99,105.89,107.83,0.0,132.07
59.42,0.0,18.77,40.54,0.0,98.5,132.69,123.47,0.0,126.89
54.17,0.0,81.58,106.81,0.0,92.84,141.75,165.07,0.0,55.19
65.59,0.0,78.18,86.19,0.0,102.02,97.36,129.19,0.0,112.67
45.38,0.0,45.05,59.95,0.0,102.49,52.3,59.82,0.0,113.82
46.48,0.0,43.63,69.88,0.0,96.88,61.8,124.69,0.0,125.21
56.92,0.0,116.14,78.17,0.0,103.26,102.32,152.72,0.0,109.96
36.54,0.0,59.42,104.63,0.0,99.35,95.3,143.71,0.0,157.34
36.03,0.0,60.94,62.45,0.0,98.72,107.15,166.83,0.0,83.3
37.48,0.0,41.56,97.46,0.0,99.57,143.1,78.17,0.0,139.47
61.93,0.0,78.48,64.34,0.0,91.68,93.86,68.4,0.0,82.44
41.42,0.0,47.71,98.6,0.0,100.77,117.08,134.31,0.0,135.68
52.46,0.0,93.24,49.29,0.0,94.65,111.4,140.43,0.0,251.97
61.85,0.0,97.22,78.88,0.0,106.43,99.92,88.57,0.0,157.04
33.32,0.0,66.7,62.86,0.0,106.94,113.82,153.07,0.0,108.37
53.22,0.0,56.99,43.64,0.0,106.2,167.49,162.95,0.0,174.06
51.43,0.0,96.0,133.13,0.0,98.11,128.3,114.04,0.0,145.25
58.88,0.0,61.55,96.48,0.0,100.2,76.41,94.9,0.0,131.08
63.84,0.0,70.2,107.32,0.0,100.13,86.56,149.16,0.0,121.2
29.36,0.0,86.36,111.32,0.0,103.72,150.12,86.37,0.0,176.0
54.18,0.0,67.04,64.3,0.0,105.84,117.0,143.34,0.0,122.55
33.22,0.0,47.22,90.82,0.0,104.6,142.59,125.86,0.0,247.23
78.66,0.0,51.51,121.38,0.0,101.85,108.85,34.07,0.0,159.63
43.24,0.0,103.16,22.64,0.0,103.46,136.97,73.94,0.0,126.01
37.86,0.0,82.31,78.74,0.0,105.1,109.34,73.35,0.0,125.4
32.76,0.0,42.89,118.26,0.0,94.5,113.06,107.11,0.0,198.34
49.88,0.0,90.79,66.48,0.0,108.0,62.1,127.32,0.0,113.23
37.17,0.0,70.11,109.32,0.0,100.42,109.66,128.83,0.0,125.63
56.61,0.0,48.53,66.5,0.0,98.56,143.81,107.06,0.0,145.33
48.84,0.0,67.01,69.09,0.0,91.68,111.66,97.36,0.0,91.63
53.01,0.0,71.5,77.58,0.0,98.87,152.21,72.54,0.0,129.55
40.38,0.0,79.7,68.22,0.0,101.04,80.06,112.51,0.0,141.15
56.79,0.0,68.72,63.13,0.0,100.51,110.74,116.69,0.0,131.98
54.11,0.0,94.06,94.32,0.0,109.51,88.88,168.74,0.0,119.64
57.69,0.0,70.62,107.81,0.0,99.2,119.53,148.85,0.0,96.94
31.4,0.0,66.74,77.69,0.0,99.19,159.82,177.78,0.0,218.01
47.4,0.0,80.11,42.45,0.0,100.38,141.37,122.07,0.0,113.17
43.45,0.0,57.86,53.67,0.0,103.69,83.23,109.89,0.0,95.73
58.15,0.0,55.48,80.22,0.0,94.87,137.66,65.43,0.0,72.06
38.96,0.0,88.67,78.64,0.0,106.31,143.22,115.47,0.0,114.61
49.74,0.0,78.98,41.36,0.0,103.86,131.31,95.7,0.0,92.93
43.15,0.0,89.22,38.11,0.0,92.86,67.54,179.99,0.0,230.11
57.43,0.0,60.57,119.63,0.0,101.21,142.07,131.25,0.0,191.36
0.0,0.0,71.51,80.77,0.0,104.62,113.93,0.0,0.0,105.51
31.89,0.0,45.0,109.41,0.0,96.55,111.15,77.21,0.0,83.51
64.64,0.0,71.97,135.52,0.0,105.69,138.4,103.66,0.0,134.37
71.1,0.0,68.63,49.54,0.0,92.21,150.57,163.26,0.0,128.89
55.11,0.0,99.0,92.87,0.0,101.62,136.7,119.06,0.0,126.64
59.21,0.0,73.7,103.01,0.0,102.87,124.15,147.25,0.0,152.65
42.04,0.0,54.88,93.97,0.0,102.69,104.96,132.77,0.0,190.84
51.56,0.0,33.43,79.78,0.0,100.24,161.06,110.31,0.0,120.72
66.26,0.0,82.19,42.73,0.0,103.04,97.26,59.57,0.0,215.77
66.84,0.0,71.17,47.27,0.0,109.63,157.89,44.38,0.0,147.07
48.98,0.0,74.06,41.37,0.0,99.38,122.25,211.18,0.0,77.92
49.73,0.0,83.13,91.59,0.0,105.59,41.54,140.83,0.0,139.0
44.44,0.0,58.7,57.89,0.0,98.99,103.82,125.48,0.0,99.01
46.65,0.0,115.53,85.22,0.0,104.54,143.03,104.16,0.0,72.77
54.31,0.0,51.83,45.91,0.0,89.71,87.83,131.93,0.0,156.95
0.0,0.0,82.71,66.24,0.0,94.75,101.68,145.14,0.0,148.43
55.32,0.0,80.23,70.24,0.0,94.84,75.66,160.82,0.0,185.89
54.81,0.0,38.14,65.19,0.0,98.55,127.25,161.34,0.0,118.03
56.37,0.0,72.65,40.39,0.0,97.49,161.75,63.72,0.0,123.03
61.91,0.0,73.63,79.66,0.0,103.41,80.3,98.48,0.0,142.86
62.18,0.0,105.01,81.99,0.0,93.74,97.69,122.21,0.0,126.45
49.13,0.0,88.48,127.57,0.0,101.6,61.76,0.0,0.0,150.38
51.33,0.0,106.07,50.43,0.0,93.67,118.3,106.85,0.0,155.74
50.53,0.0,75.4,85.21,0.0,101.68,59.05,0.0,0.0,170.69
37.06,0.0,67.28,84.59,0.0,99.87,92.99,77.9,0.0,173.19
43.73,0.0,33.02,91.58,0.0,96.32,174.52,136.64,0.0,150.98
60.33,0.0,39.46,88.03,0.0,105.3,101.07,84.13,0.0,149.28
58.41,0.0,41.82,111.4,0.0,109.26,174.31,121.55,0.0,213.04
38.81,0.0,61.88,75.68,0.0,104.3,150.0,0.0,0.0,120.27
59.11,0.0,93.37,51.52,0.0,98.13,98.81,86.8,0.0,93.8
74.63,0.0,77.9,92.08,0.0,102.66,106.63,88.04,0.0,73.65
63.05,0.0,62.54,146.37,0.0,96.06,86.46,0.0,0.0,87.03
0.0,0.0,88.87,78.44,0.0,96.59,137.75,183.54,0.0,148.22
56.4,0.0,60.98,87.46,0.0,91.06,68.17,102.65,0.0,94.63
0.0,0.0,112.95,52.26,0.0,103.57,129.63,0.0,0.0,196.66
34.64,0.0,79.48,69.5,0.0,95.98,140.13,82.21,0.0,133.75
28.67,0.0,102.62,80.17,0.0,98.92,81.68,147.38,0.0,161.41
37.79,0.0,78.41,89.63,0.0,86.36,36.44,64.6,0.0,127.55
49.49,0.0,38.49,65.98,0.0,100.49,149.81,49.5,0.0,162.74
43.73,0.0,51.95,87.94,0.0,102.9,106.62,0.0,0.0,138.82
59.09,0.0,98.5,70.81,0.0,101.5,176.18,100.56,0.0,135.07
32.3,0.0,91.73,91.85,0.0,98.45,98.03,103.55,0.0,156.15
51.27,0.0,59.71,66.21,0.0,102.45,96.6,167.09,0.0,133.11
52.03,0.0,88.46,55.58,0.0,99.89,93.93,157.27,0.0,134.61
52.19,0.0,50.75,93.26,0.0,101.58,111.58,158.04,0.0,127.33
48.58,0.0,81.04,53.78,0.0,96.82,128.19,60.21,0.0,146.48
54.71,0.0,69.35,86.97,0.0,102.79,125.6,170.93,0.0,127.27
38.78,0.0,94.12,59.25,0.0,99.64,84.6,47.87,0.0,186.84
52.35,0.0,66.38,76.34,0.0,108.01,64.73,124.17,0.0,136.45
52.66,0.0,41.61,90.97,0.0,101.64,96.39,106.32,0.0,87.54
51.22,0.0,89.26,105.2,0.0,100.27,122.94,145.11,0.0,241.51
49.66,0.0,56.81,83.42,0.0,96.98,105.61,63.32,0.0,230.84
45.88,0.0,48.5,96.85,0.0,99.84,114.92,91.83,0.0,151.74
52.4,0.0,99.41,89.75,0.0,96.58,174.56,131.94,0.0,169.65
54.45,0.0,106.5,145.01,0.0,104.14,120.89,103.06,0.0,138.68
51.46,0.0,55.59,101.18,0.0,101.88,116.21,129.95,0.0,3.34
51.78,0.0,49.49,101.19,0.0,106.11,163.95,156.14,0.0,196.44
41.2,0.0,98.28,90.32,0.0,101.71,108.31,136.95,0.0,165.79
50.83,0.0,131.08,115.54,0.0,90.24,127.78,108.46,0.0,139.8
0.0,0.0,48.4,90.75,0.0,102.85,104.55,151.12,0.0,121.16
47.4,0.0,56.53,90.45,0.0,98.58,63.44,109.13,0.0,167.16
0.0,0.0,66.91,43.22,0.0,93.52,99.14,85.76,0.0,209.28
33.49,0.0,86.2,86.8,0.0,98.24,79.28,154.54,0.0,184.7
56.12,0.0,68.83,101.06,0.0,99.83,140.75,130.65,0.0,115.97
46.75,0.0,49.85,74.9,0.0,91.36,109.22,76.99,0.0,172.42
51.12,0.0,35.27,58.22,0.0,92.29,56.32,163.59,0.0,128.66
57.48,0.0,65.63,95.7,0.0,100.89,128.66,88.19,0.0,145.08
0.0,0.0,122.11,87.28,0.0,95.42,129.84,0.0,0.0,153.98
51.01,0.0,62.96,92.57,0.0,97.93,178.17,91.53,0.0,131.23
64.38,0.0,41.75,61.05,0.0,105.59,96.7,123.96,0.0,104.57
36.0,0.0,50.27,84.99,0.0,97.68,142.1,124.41,0.0,96.76
30.45,0.0,63.73,59.42,0.0,87.05,84.79,126.18,0.0,154.58
42.41,0.0,75.52,110.01,0.0,99.51,65.38,104.99,0.0,198.97
0.0,0.0,69.23,93.83,0.0,103.98,157.97,114.98,0.0,83.13
57.36,0.0,64.18,58.34,0.0,95.64,120.91,77.02,0.0,202.38
0.0,0.0,45.33,121.88,0.0,97.04,104.59,54.66,0.0,221.95
49.48,0.0,56.12,93.06,0.0,103.49,99.85,159.21,0.0,123.47
51.42,0.0,78.92,78.27,0.0,97.39,102.97,93.43,0.0,158.24
37.99,0.0,63.31,49.62,0.0,102.19,66.58,47.95,0.0,218.85
49.86,0.0,75.08,79.97,0.0,94.56,69.69,108.03,0.0,214.02
51.72,0.0,54.49,69.57,0.0,98.91,15.96,96.78,0.0,173.31
60.19,0.0,83.96,119.86,0.0,99.11,149.84,132.32,0.0,102.31
53.63,0.0,66.06,31.05,0.0,98.89,152.92,118.47,0.0,224.76
47.81,0.0,61.54,103.72,0.0,98.14,103.74,127.19,0.0,204.25
56.85,0.0,64.31,65.65,0.0,91.86,157.07,107.33,0.0,277.48
60.11,0.0,27.49,85.28,0.0,95.5,108.88,96.7,0.0,85.18
50.72,0.0,36.03,102.78,0.0,100.38,155.97,151.34,0.0,102.98
44.68,0.0,87.83,74.92,0.0,102.54,83.18,134.75,0.0,134.03
47.4,0.0,70.74,57.82,0.0,101.67,61.38,0.0,0.0,155.94
47.83,0.0,60.49,71.73,0.0,93.17,138.46,138.11,0.0,170.37
59.86,0.0,88.95,60.8,0.0,106.5,111.82,0.0,0.0,125.73
53.2,0.0,46.61,74.1,0.0,97.71,107.84,65.76,0.0,184.03
49.61,0.0,71.92,56.91,0.0,101.0,124.69,94.03,0.0,153.89
65.14,0.0,30.71,79.73,0.0,99.74,73.44,83.28,0.0,132.05
31.27,0.0,86.9,30.25,0.0,95.97,135.86,72.49,0.0,143.8
41.44,0.0,48.72,144.12,0.0,108.17,103.22,148.32,0.0,110.78
57.39,0.0,34.08,64.46,0.0,100.22,95.11,160.64,0.0,156.66
59.22,0.0,90.67,80.16,0.0,101.67,83.14,166.51,0.0,45.3
41.11,0.0,49.3,76.6,0.0,102.01,115.68,113.66,0.0,138.74
44.53,0.0,96.86,50.88,0.0,98.78,169.97,161.0,0.0,100.85
55.61,0.0,81.23,97.45,0.0,105.63,130.14,43.44,0.0,167.03
58.17,0.0,42.28,66.57,0.0,98.19,100.24,102.49,0.0,50.75
47.65,0.0,75.55,76.92,0.0,106.7,100.56,210.6,0.0,150.39
64.36,0.0,74.07,86.17,0.0,94.1,73.4,121.95,0.0,81.26
44.53,0.0,60.54,119.92,0.0,101.75,74.17,110.13,0.0,125.39
51.25,0.0,51.19,117.72,0.0,108.81,146.88,132.06,0.0,149.33
43.72,0.0,84.73,102.38,0.0,105.56,138.06,105.87,0.0,80.52
47.49,0.0,97.23,87.76,0.0,99.3,56.91,114.0,0.0,131.06
50.41,0.0,70.42,73.53,0.0,102.66,119.78,116.48,0.0,181.96
54.97,0.0,78.19,78.39,0.0,97.63,134.42,120.48,0.0,212.22
57.19,0.0,71.74,108.7,0.0,94.06,115.89,181.89,0.0,135.72
44.88,0.0,29.06,98.88,0.0,95.55,113.94,51.58,0.0,126.99
52.79,0.0,57.63,40.03,0.0,102.65,125.37,98.0,0.0,167.97
73.28,0.0,80.74,53.4,0.0,96.86,131.29,140.27,0.0,138.01
67.32,0.0,50.88,101.52,0.0,105.68,151.19,94.16,0.0,182.75
48.64,0.0,79.59,57.38,0.0,100.37,131.94,99.71,0.0,221.38
59.41,0.0,30.14,105.21,0.0,99.69,136.55,119.9,0.0,144.67
67.79,0.0,94.95,54.72,0.0,109.36,125.75,174.78,0.0,178.55
70.65,0.0,70.14,126.16,0.0,96.35,107.19,194.58,0.0,92.59
61.75,0.0,101.58,60.39,0.0,96.26,140.28,133.2,0.0,228.43
50.64,0.0,91.96,34.18,0.0,107.31,97.26,109.53,0.0,51.94
53.35,0.0,68.72,121.52,0.0,105.34,108.97,103.37,0.0,120.43
47.24,0.0,58.19,76.43,0.0,97.43,126.56,153.76,0.0,169.26
40.96,0.0,69.88,84.36,0.0,101.89,140.16,150.84,0.0,98.74
50.74,0.0,111.27,142.15,0.0,103.46,116.41,163.89,0.0,189.93
67.15,0.0,59.19,75.37,0.0,99.78,56.96,56.79,0.0,97.72
49.95,0.0,53.18,70.85,0.0,103.03,82.24,77.32,0.0,176.79
45.42,0.0,63.63,42.03,0.0,111.69,95.44,111.95,0.0,184.53
58.94,0.0,63.12,59.51,0.0,108.14,90.38,112.75,0.0,131.69
34.39,0.0,29.5,44.57,0.0,102.49,101.72,131.44,0.0,161.93
62.0,0.0,73.17,62.39,0.0,100.88,102.16,57.67,0.0,154.69
36.43,0.0,60.69,78.94,0.0,97.6,137.31,152.34,0.0,111.46
